( essv_056 "она несчастна хотя никогда в этом не признается" )
( essv_057 "хочешь я останусь" )
( essv_058 "не судьба нам жить в одном городе" )
( essv_059 "ты об этом не узнаешь" )
( essv_060 "сделанного не воротишь" )
( essv_061 "чего ради он сюда приперся" )
( essv_062 "мужики днями и ночами пьянствовали" )
( essv_063 "начал бить озноб" )
( essv_064 "очень любопытно" )
( essv_065 "иди зовут" )
( essv_066 "можно к вам" )
( essv_067 "у шубы не было вешалки" )
( essv_068 "жизнь всего дороже" )
( essv_069 "что вы сказали" )
( essv_070 "как говорил гете уннерайхбар ви дер химмель" )
( essv_071 "дом пускай матери с сестрой достается" )
( essv_072 "мне сейчас некогда" )
( essv_073 "как они там живут" )
( essv_074 "я к тебе приеду я потом это напишу" )
( essv_075 "какой вагон" )
( essv_076 "о себе подумай не надрывайся" )
( essv_077 "я ждать буду" )
( essv_078 "подождем" )
( essv_079 "базар есть" )
( essv_080 "как же так" )
( essv_081 "закройте окно" )
( essv_082 "скучно мне будет" )
( essv_083 "одна я остаюсь" )
( essv_084 "вася поцелуй же меня" )
( essv_085 "скоро и я уеду тут скука дожди" )
( essv_086 "у вас есть закурить" )
( essv_087 "куда же вы едете" )
( essv_088 "а почему же вы не спите" )
( essv_089 "три часа осталось" )
( essv_090 "вы очень добры" )
( essv_091 "надо идти пожалуй" )
( essv_092 "птицы проснулись" )
( essv_093 "а мне надо в псков" )
( essv_094 "а знаете я давно мечтаю в палатке пожить" )
( essv_095 "я ведь москвичка и все как-то не выходило" )
( essv_096 "вон бежит собака" )
( essv_097 "счастливо" )
( essv_098 "погоди погоди" )
( essv_099 "под камышами громко плеснула щука" )
( essv_100 "все-таки кофе это вещь" )
( essv_101 "острая тоска схватила его за сердце" )
( essv_102 "ай яй яй как же это а" )
( essv_103 "не дай бог дожить до такой старости" )
( essv_104 "без четверти три" )
( essv_105 "ах сейчас поспать бы" )
( essv_106 "ну идти так идти" )
( essv_107 "чай не будем пить" )
( essv_108 "магазин открыт" )
( essv_109 "ребята вы как насчет выпить" )
( essv_110 "всегда так один вечер одна ночь" )
( essv_111 "все геологи романтики и поэты" )
( essv_112 "как я не знал что вы есть на свете" )
( essv_113 "время сколько" )
( essv_114 "да лезь же ты" )
( essv_115 "кому говорят ну скорей" )
( essv_116 "я очень люблю джаз" )
( essv_117 "мы идем в кино" )
( essv_118 "никогда не ожидал от него такого предательства" )
( essv_119 "что она любит" )
( essv_120 "вы любите москву" )
( essv_121 "особенно я люблю арбатские переулки и бульвары" )
( essv_122 "до начала сеанса еще минут пятнадцать" )
( essv_123 "пойду покурю" )
( essv_124 "лучше всего курить не спеша понемножку" )
( essv_125 "я бы ни за что не заговорил с девушкой о кибернетике" )
( essv_126 "на улицах нет почти никого" )
( essv_127 "быстро проносятся автомашины" )
( essv_128 "лучше я подожду вас на улице" )
( essv_129 "лучше всего мне уйти" )
( essv_130 "сколько влюбленных ходило по тверскому бульвару" )
( essv_131 "липы уже отцвели" )
( essv_132 "написано что каждый может выиграть сто тысяч" )
( essv_133 "по москве можно ходить без конца" )
( essv_134 "гаснут фонари на улицах" )
( essv_135 "они все смотрят на нас" )
( essv_136 "все спят не горит ни одно окно" )
( essv_137 "потом я спрячу его получше" )
( essv_138 "мы живем очень высоко на седьмом этаже" )
( essv_139 "одна только звезда видна" )
( essv_140 "ночью все очень хорошо слышно" )
( essv_141 "я давно мечтал об этой поездке" )
( essv_142 "у меня есть ружье" )
( essv_143 "иногда я устаю" )
( essv_144 "мало ли что можно делать в лесу" )
( essv_145 "иногда я возвращаюсь домой ночью" )
( essv_146 "когда спишь у костра очень часто прожигаешь куртку и брюки" )
( essv_147 "какая чепуха" )
( essv_148 "а хочется большой бурной жизни" )
( essv_149 "есть зимой короткая минута когда снег на крышах и небо делаются темно-голубыми в сумерках даже лиловыми" )
( essv_150 "что ж придется покориться обстоятельствам" )
( essv_151 "она часто звонит мне по телефону" )
( essv_152 "у меня замерзли ноги" )
( essv_153 "простите но я очень спешу" )
( essv_154 "как все-таки чудесна жизнь" )
( essv_155 "снег скрипит у нас под ногами" )
( essv_156 "она не сделала мне ничего плохого" )
( essv_157 "ничто не вечно в этом мире даже горе" )
( essv_158 "я люблю когда мне снится музыка" )
( essv_159 "их было трое" )
( essv_160 "старшему было лет сорок" )
( essv_161 "он шел последним" )
( essv_162 "они дошли до пологого берега" )
( essv_163 "какие вы все дураки и до чего вы мне надоели" )
( essv_164 "на вас смотрит вся читающая россия а вы" )
( essv_165 "даже спичку нельзя зажечь равнодушно" )
( essv_166 "сила любовной страсти уравнивает все разницы пола крови происхождения возраста и даже социального положения так велика её блаженная и блажная мощь но в этой стихии всегда властвует не тот который любит больше а тот который любит меньше странный и злой парадокс" )
( essv_167 "что вы что вы испугалась лиза и не дослушав убежала" )
( essv_168 "тысячи раз может любить человек но только один раз любит тьмы людей думают что любят но только двум из них посылает бог любовь" )
( essv_169 "мужчина в браке подобен мухе севшей на липкую бумагу и сладко и скучно и улететь нельзя" )
( essv_170 "они нас ждали" )
( essv_171 "я тогда с бабушкой жила" )
( essv_172 "бабушка мне запрещала грызть ногти" )
( essv_173 "я слышала как он шаркал по коридору" )
( essv_174 "мы летом уедем" )
( essv_175 "я здесь живу между прочим" )
( essv_176 "иди в свою комнату" )
( essv_177 "а в москву ты уже не поедешь" )
( essv_178 "цветов много" )
( essv_179 "в читальном зале разговаривают шепотом" )
( essv_180 "перед нами расстилается бескрайняя степь" )
( essv_181 "к вечеру приехали в большое село" )
( essv_182 "не курить" )
( essv_183 "вы к кому" )
( essv_184 "можно у вас переночевать" )
( essv_185 "ну рассказывайте" )
( essv_186 "как хорошо что вы приехали" )
( essv_187 "а мы тебе привезли подарок" )
( essv_188 "теперь встречаемся редко" )
( essv_189 "глухо стучали колеса" )
( essv_190 "как это было давно" )
( essv_191 "тяжелая тогда была пора" )
( essv_192 "другого решения я и не ждал" )
( essv_193 "да отстань ты" )
( essv_194 "не хочешь" )
( essv_195 "скалы круто уходили вверх" )
( essv_196 "малость есть" )
( essv_197 "не спалось" )
( essv_198 "просто здорово" )
( essv_199 "молодец вася" )
( essv_200 "мы успеем" )
( essv_201 "они скатывались по снежным склонам пробирались по леднику цеплялись за ветки деревьев" )
( essv_202 "все получилось как-то само собой" )
( essv_203 "он вообще не собирался быть радистом" )
( essv_204 "скрипка не рояль" )
( essv_205 "ему вспомнились ялтинские пароходы  и  яхты  на  клязьминском водохранилище" )
( essv_206 "вот так алик закончил школу радистов и попал на РТ рыболовный траулер" )
( essv_207 "на палубу покрытую несмываемым слоем машинного масла рыбьего жира и чешуи посыпались листочки" )
( essv_208 "ребята ко мне относятся очень хорошо" )
( essv_209 "как встретим годовщину октября" )
( essv_210 "народ еле на ногах" )
( essv_211 "были в мурманске пять дней" )
( essv_212 "очень способный ученик честное слово" )
( essv_213 "талант же не является прерогативой одной юности" )
( essv_214 "это люди приезжали со всех концов страны на свои деньги в счет отпусков чтобы послушать самодеятельные песни" )
( essv_215 "туризм тех лет надо сказать имел мало  общего  с  нынешней  индустрией путешествий" )
( essv_216 "песня  наделена некой тайной познания другой души" )
( essv_217 "только песня пропущенная как кровь через сердце становится высоким волнующим искусством" )
( essv_218 "как добралась как погода" )
( essv_219 "котик тебе поздно менять профессию" )
( essv_220 "интересно ты бываешь когда-нибудь грустным" )
( essv_221 "бред филармонийской шушеры" )
( essv_222 "господи сколько лишних слов" )
( essv_223 "покормить тебя котенок" )
( essv_224 "в тебе сегодня чувствуются какие-то бациллы агрессивности" )
( essv_225 "в прорубь ты не бросишься а вот маяться тебе еще долго" )
( essv_226 "она уехала в самом конце сентября в тихий и серый безветренный день" )
( essv_227 "да что же это такое" )
( essv_228 "тут взревел мотор" )
( essv_229 "поди разбери чего у него на уме" )
( essv_230 "откровенного разговора не получалось" )
( essv_231 "попрощаться к тебе приехал" )
( essv_232 "куда" )
( essv_233 "надоело мне все" )
( essv_234 "и мне тоже жаль этих березок" )
( essv_235 "там на дне лежит" )
( essv_236 "как не хочется мне туда одному ехать" )
( essv_237 "ну да ладно что-то мы с тобой заболтались" )
( essv_238 "под одним небом живем" )
( essv_239 "я на тебя не сержусь" )
( essv_240 "катер запаздывал погода испортилась" )
( essv_241 "куда идет россия" )
( essv_242 "но что с того" )
( essv_243 "какая разница" )
( essv_244 "пора возвращаться в город" )
( essv_245 "поздненько ты что-то возвращаешься" )
( essv_246 "зимовать что ли здесь собрался" )
( essv_247 "и как помогает" )
( essv_248 "не понимаю я тебя" )
( essv_249 "судьба у меня такая" )
( essv_250 "ты это лучше меня знаешь" )
( essv_251 "мы с тобой сейчас поужинаем чаю выпьем я тебя грибами угощу" )
( essv_252 "я к этому еще не пришел" )
( essv_253 "было уже совсем темно" )
( essv_254 "пока нет" )
( essv_255 "да он же просто совок несчастный" )
( essv_256 "пойдем погуляем немного" )
( essv_257 "с россией произошла вещь страшная" )
( essv_258 "а когда именно все это случится вы знаете" )
( essv_259 "америка страна чудес" )
( essv_260 "она всхлипнула бросилась ему на шею и быстро стала рассказывать все свои новости" )
( essv_261 "какая к лешему разница" )
( essv_262 "куда хочешь уезжай" )
( essv_263 "вчерашние не разлей вода друзья становились врагами" )
( essv_264 "общее лицемерие сделалось невыносимым" )
( essv_265 "сыновья поочередно его навещали" )
( essv_266 "может быть нашатыря" )
( essv_267 "братья ходили пришибленные и погруженные в себя" )
( essv_268 "последний раз все собрались на сороковины" )
( essv_269 "без таких людей жизнь была бы слишком пресна" )
( essv_270 "самостийный пророк не унывал и проповедовал даже в психдиспансере" )
( essv_271 "они ели уху из жирных озерных окуней и сорог" )
( essv_272 "последние листья облетели с берез" )
( essv_273 "мне теперь эти деньги не нужны" )
( essv_274 "да брось ты" )
( essv_275 "поздно уже" )
( essv_276 "прошло два месяца" )
( essv_277 "нет худа без добра" )
( essv_278 "что ты там собираешься делать" )
( essv_279 "ей там по-моему нехорошо" )
( essv_280 "боже боже до чего мы дожили" )
( essv_281 "через это надо пройти" )
( essv_282 "ладно я к тебе сейчас приеду" )
( essv_283 "на всей моей работе можно ставить крест" )
( essv_284 "дальше сибири не сошлют" )
( essv_285 "в мюнхен приехали к вечеру" )
( essv_286 "шумела разноязыкая толпа возле вокзала" )
( essv_287 "мы развелись полгода назад" )
( essv_288 "боитесь" )
( essv_289 "мы наверное больше не увидимся" )
( essv_290 "разберемся" )
( essv_291 "ты делай что от тебя зависит" )
( essv_292 "да уважения к людям нам конечно не хватает" )
( essv_293 "а что там все-таки произошло" )
( essv_294 "где они могут сейчас быть" )
( essv_295 "а как же" )
( essv_296 "ладно" )
( essv_297 "тебе хорошо" )
( essv_298 "ищи теперь ветра в поле" )
( essv_299 "документ есть есть и все" )
( essv_300 "откуда я знаю что это значит" )
( essv_301 "я ничего в этом не понимаю" )
( essv_302 "ты не очень там задерживайся дело то видимо ясное" )
( essv_303 "что же у вас стряслось" )
( essv_304 "ладно вы там ничего не трогали" )
( essv_305 "погода отвратительная" )
( essv_306 "теперь три дня мастера ждем чтоб починил" )
( essv_307 "то кирпича нет то раствора" )
( essv_308 "тут слон упадет и тот шею сломит не то что человек" )
( essv_309 "я прощаюсь с ним" )
( essv_310 "ну проходи проходи" )
( essv_311 "ну давай что там стряслось" )
( essv_312 "можешь мне все выкладывать" )
( essv_313 "я ваши дела знаю" )
( essv_314 "и молчать умею будь спокоен" )
( essv_315 "жалко девушку" )
( essv_316 "ты конечно прав" )
( essv_317 "может ты и прав" )
( essv_318 "это еще сто раз надо проверить" )
( essv_319 "представляешь" )
( essv_320 "куда я пойду" )
( essv_321 "все не так просто в этой жизни старик не так просто" )
( essv_322 "ну до скорого" )
( essv_323 "литературные новости довольно давно перестали меня интересовать так что в последние месяцы мне приходилось испытывать некоторую неловкость перед людьми привыкшими черпать из моих выпусков информацию о текущей российской словесности конечно эту проблему я всю жызнь решал за счет лютой авторскости но дело еще и в том что меня достал образ автора моих текстов обрыдл наличный лирический герой он был слишком тра ля ля и чересчур тра та та впрочем тут уже начинается зона интимности" )
( essv_324 "орлова пишет этюды зарисовки недосказанность неоконченность струится потёками акварели  сюжетом рассказа монаший родник мог бы стать поход к собственно роднику в котором водица чистая как душа безгрешная холодная как злость людская а становится бессмысленная поездка мимо так уж растеклась акварель" )
( essv_325 "до сорока лет он по его собственным словам просто лежал на диване а чем же ещё скажите на милость мог заниматься умный и порядочный человек до № года  история с фильмом такси блюз выглядит по павлу семёновичу просто какой-то мистически детективной в родных пенатах его сценарий понятное дело не поняли не оценили отвергли да что там отвергли на мосфильме его в буквальном смысле разорвали на мелкие клочки зато некий француз активно скупавший в то смутное время русскую живопись заодно зачем-то прихватил с собой и свежий лунгинский опус и спустя несколько месяцев его автора поднял с дивана телефонный звонок изменивший жизнь звонили из парижа авторитетный продюсер прочитавший сценарий уже оперативно переведённый и пришедший в полный восторг требовал немедленного запуска съёмок по какой причине роль постановщика в данном проекте также была уготована павлу семёновичу до сей поры как мы знаем не прикасавшемуся к режиссуре остаётся загадкой но так или иначе процесс как в ту пору любили говорить пошёл  в россии честно заработать невозможно нравственно жить нельзя всем по-прежнему заправляют приспособившиеся коммунисты и кагэбэшники и единственное что остаётся личности сохранившей посреди этой вакханалии хоть какие-то остатки порядочности так это умереть" )
( essv_326 "впрочем нравственная позиция автора всегда очевидна и ясна сразу понятно на чьей стороне поэт" )
( essv_327 "моя мать писал он она была причиной что вся моя душа загажена скитанья по чужим домам клянченье мелкие обиды угодливость подлые уменьшительные слова кусочек капелька чашечка чайку мать уверяла что я не люблю лакомого потому что знала от этого хозяйским детям останется больше и хозяевам будет приятно" )
